[2020-03-08 13:19:34,468]: ---mrmd 2.0 start----
[2020-03-08 13:21:25,385]: ANOVA start...
[2020-03-08 13:21:25,648]: ANOVA end.
[2020-03-08 13:21:25,648]: mic start...
[2020-03-08 13:21:39,467]: mic end.
[2020-03-08 13:21:39,467]: mrmd start...
[2020-03-08 13:21:39,849]: mrmd end.
[2020-03-08 13:21:39,850]: mRMR start...
[2020-03-08 13:21:49,418]: mRMR end.
[2020-03-08 13:21:49,418]: lasso start...
[2020-03-08 13:21:49,977]: lasso end.
[2020-03-08 13:21:49,977]: chi2 start...
[2020-03-08 13:21:50,348]: chi2 end.
[2020-03-08 13:21:50,349]: ref start...
[2020-03-08 13:21:57,852]: ref end.
[2020-03-08 13:21:58,416]: The final  rank is
[2020-03-08 13:21:58,416]: fea28 : 0.0000000000
[2020-03-08 13:21:58,417]: fea8 : 0.0000000000
[2020-03-08 13:21:58,417]: fea7 : 0.0000000000
[2020-03-08 13:21:58,417]: fea35 : 0.0000000000
[2020-03-08 13:21:58,417]: fea36 : 0.0000000000
[2020-03-08 13:21:58,417]: fea19 : 0.0000000000
[2020-03-08 13:21:58,417]: fea25 : 0.0000000000
[2020-03-08 13:21:58,418]: fea54 : 0.0000000000
[2020-03-08 13:21:58,418]: fea30 : 0.0000000000
[2020-03-08 13:21:58,418]: fea39 : 0.0000000000
[2020-03-08 13:21:58,418]: fea52 : 0.0000000000
[2020-03-08 13:21:58,418]: fea34 : 0.0000000000
[2020-03-08 13:21:58,418]: fea26 : 0.0000000000
[2020-03-08 13:21:58,419]: fea57 : 0.0000000000
[2020-03-08 13:21:58,419]: fea9 : 0.0000000000
[2020-03-08 13:21:58,419]: fea22 : 0.0000000000
[2020-03-08 13:21:58,419]: fea0 : 0.0000000000
[2020-03-08 13:21:58,419]: fea58 : 0.0000000000
[2020-03-08 13:21:58,419]: fea45 : 0.0000000000
[2020-03-08 13:21:58,420]: fea18 : 0.0000000000
[2020-03-08 13:21:58,420]: fea61 : 0.0000000000
[2020-03-08 13:21:58,420]: fea47 : 0.0000000000
[2020-03-08 13:21:58,420]: fea53 : 0.0000000000
[2020-03-08 13:21:58,420]: fea38 : 0.0000000000
[2020-03-08 13:21:58,420]: fea44 : 0.0000000000
[2020-03-08 13:21:58,420]: fea31 : 0.0000000000
