[2020-03-08 22:15:06,302]: ---mrmd 2.0 start----
[2020-03-08 22:16:39,374]: ANOVA start...
[2020-03-08 22:16:41,219]: ANOVA end.
[2020-03-08 22:16:41,219]: mic start...
[2020-03-08 22:16:58,874]: mic end.
[2020-03-08 22:16:58,875]: mrmd start...
[2020-03-08 22:17:06,050]: mrmd end.
[2020-03-08 22:17:06,051]: mRMR start...
[2020-03-08 22:25:47,641]: mRMR end.
[2020-03-08 22:25:47,641]: lasso start...
[2020-03-08 22:25:49,540]: lasso end.
[2020-03-08 22:25:49,541]: chi2 start...
[2020-03-08 22:25:51,213]: chi2 end.
[2020-03-08 22:25:51,213]: ref start...
[2020-03-08 22:37:35,876]: ref end.
[2020-03-08 22:37:46,454]: Start dimension reduction ...
[2020-03-08 22:37:52,802]: length=1 f1=0.6727 accuarcy=0.7546 precision=0.7331 recall=0.7546 auc=0.5305 
[2020-03-08 22:38:00,256]: length=21 f1=0.6872 accuarcy=0.7071 precision=0.6764 recall=0.7071 auc=0.5624 
[2020-03-08 22:38:07,907]: length=41 f1=0.7075 accuarcy=0.7494 precision=0.7104 recall=0.7494 auc=0.5713 
[2020-03-08 22:38:14,999]: length=61 f1=0.7033 accuarcy=0.7428 precision=0.7015 recall=0.7428 auc=0.5678 
[2020-03-08 22:38:22,649]: length=81 f1=0.7001 accuarcy=0.7377 precision=0.6954 recall=0.7377 auc=0.5653 
[2020-03-08 22:38:30,377]: length=101 f1=0.7070 accuarcy=0.7454 precision=0.7060 recall=0.7454 auc=0.5724 
[2020-03-08 22:38:38,124]: length=121 f1=0.7001 accuarcy=0.7402 precision=0.6973 recall=0.7402 auc=0.5642 
[2020-03-08 22:38:45,594]: length=141 f1=0.7045 accuarcy=0.7421 precision=0.7017 recall=0.7421 auc=0.5702 
[2020-03-08 22:38:53,095]: length=161 f1=0.6993 accuarcy=0.7366 precision=0.6941 recall=0.7366 auc=0.5646 
[2020-03-08 22:39:03,037]: length=181 f1=0.7038 accuarcy=0.7395 precision=0.6994 recall=0.7395 auc=0.5704 
[2020-03-08 22:39:11,034]: length=201 f1=0.7026 accuarcy=0.7395 precision=0.6985 recall=0.7395 auc=0.5685 
[2020-03-08 22:39:19,336]: length=221 f1=0.7016 accuarcy=0.7432 precision=0.7009 recall=0.7432 auc=0.5652 
[2020-03-08 22:39:27,636]: length=241 f1=0.7006 accuarcy=0.7417 precision=0.6989 recall=0.7417 auc=0.5642 
[2020-03-08 22:39:36,093]: length=261 f1=0.7012 accuarcy=0.7417 precision=0.6993 recall=0.7417 auc=0.5652 
[2020-03-08 22:39:44,223]: length=281 f1=0.6998 accuarcy=0.7428 precision=0.6994 recall=0.7428 auc=0.5626 
[2020-03-08 22:39:52,454]: length=301 f1=0.6953 accuarcy=0.7380 precision=0.6923 recall=0.7380 auc=0.5579 
[2020-03-08 22:40:01,708]: length=321 f1=0.6968 accuarcy=0.7366 precision=0.6922 recall=0.7366 auc=0.5608 
[2020-03-08 22:40:10,389]: length=341 f1=0.7036 accuarcy=0.7472 precision=0.7062 recall=0.7472 auc=0.5665 
[2020-03-08 22:40:19,539]: length=361 f1=0.7055 accuarcy=0.7476 precision=0.7075 recall=0.7476 auc=0.5691 
