[2020-04-22 11:00:26,014]: ---mrmd 2.0 start----
[2020-04-22 11:00:28,232]: ANOVA start...
[2020-04-22 11:00:28,238]: ANOVA end.
[2020-04-22 11:00:28,239]: mic start...
[2020-04-22 11:00:51,036]: mic end.
[2020-04-22 11:00:51,037]: mrmd start...
[2020-04-22 11:00:51,166]: mrmd end.
[2020-04-22 11:00:51,168]: mRMR start...
[2020-04-22 11:00:53,360]: mRMR end.
[2020-04-22 11:00:53,361]: lasso start...
[2020-04-22 11:00:53,538]: lasso end.
[2020-04-22 11:00:53,539]: chi2 start...
[2020-04-22 11:00:53,638]: chi2 end.
[2020-04-22 11:00:53,640]: ref start...
[2020-04-22 11:00:53,934]: ref end.
[2020-04-22 11:00:53,963]: rank start ...
[2020-04-22 11:00:54,044]: The final  rank is
[2020-04-22 11:00:54,048]: fea11 : 0.0726
[2020-04-22 11:00:54,049]: fea13 : 0.0722
[2020-04-22 11:00:54,050]: fea6 : 0.0683
[2020-04-22 11:00:54,051]: fea3 : 0.0674
[2020-04-22 11:00:54,053]: fea10 : 0.0635
[2020-04-22 11:00:54,054]: fea7 : 0.0609
[2020-04-22 11:00:54,056]: fea15 : 0.0602
[2020-04-22 11:00:54,057]: fea5 : 0.0596
[2020-04-22 11:00:54,058]: fea4 : 0.0592
[2020-04-22 11:00:54,059]: fea1 : 0.0586
[2020-04-22 11:00:54,061]: fea9 : 0.0583
[2020-04-22 11:00:54,063]: fea12 : 0.0579
[2020-04-22 11:00:54,065]: fea14 : 0.0549
[2020-04-22 11:00:54,066]: fea8 : 0.0521
[2020-04-22 11:00:54,068]: fea16 : 0.0469
[2020-04-22 11:00:54,069]: 17 : 0.0447
[2020-04-22 11:00:54,072]: fea2 : 0.0427
[2020-04-22 11:00:54,074]: feature_rank end
[2020-04-22 11:00:54,169]: Start dimension reduction ...
[2020-04-22 11:01:34,041]: length=1 f1=0.5613 accuarcy=0.5616 precision=0.5644 recall=0.5616 auc=0.5632 
