[2020-04-03 12:58:13,586]: ---mrmd 2.0 start----
[2020-04-03 12:58:29,820]: ANOVA start...
[2020-04-03 12:58:29,821]: ANOVA end.
[2020-04-03 12:58:29,821]: mic start...
[2020-04-03 12:58:30,000]: mic end.
[2020-04-03 12:58:30,000]: mrmd start...
[2020-04-03 12:58:30,008]: mrmd end.
[2020-04-03 12:58:30,008]: mRMR start...
[2020-04-03 12:58:30,027]: mRMR end.
[2020-04-03 12:58:30,027]: lasso start...
[2020-04-03 12:58:30,036]: lasso end.
[2020-04-03 12:58:30,036]: chi2 start...
[2020-04-03 12:58:30,043]: chi2 end.
[2020-04-03 12:58:30,043]: ref start...
[2020-04-03 12:58:30,059]: ref end.
[2020-04-03 12:58:30,059]: rank start ...
[2020-04-03 12:58:30,060]: The final  rank is
[2020-04-03 12:58:30,060]: postivecharge : 0.2524
[2020-04-03 12:58:30,060]: alphatic : 0.2103
[2020-04-03 12:58:30,060]: aromatic : 0.1977
[2020-04-03 12:58:30,060]: uncharge : 0.1855
[2020-04-03 12:58:30,060]: negativecharge : 0.1541
[2020-04-03 12:58:30,060]: feature_rank end
[2020-04-03 12:58:30,068]: Start dimension reduction ...
[2020-04-03 12:58:31,075]: length=1 f1=0.4787 accuarcy=0.4793 precision=0.4832 recall=0.4793 auc=0.6062 
[2020-04-03 12:58:31,577]: length=5 f1=0.5213 accuarcy=0.5207 precision=0.5221 recall=0.5207 auc=0.6408 
[2020-04-03 12:58:31,577]: ----------
[2020-04-03 12:58:31,577]: the max f1 = 0.5213
[2020-04-03 12:58:31,578]: ['postivecharge' 'alphatic' 'aromatic' 'uncharge' 'negativecharge'],length = 5
[2020-04-03 12:58:31,578]: -----------
[2020-04-03 12:58:32,000]: f1 =0.5213 
[2020-04-03 12:58:32,000]: accuarcy = 0.5207 
[2020-04-03 12:58:32,002]: precision =0.5221 
[2020-04-03 12:58:32,004]: recall =0.5207
[2020-04-03 12:58:32,009]: auc = 0.6408
[2020-04-03 12:58:32,014]: -----------
[2020-04-03 12:58:32,014]: The output by the terminal's log has been saved in the /home/heshida/work/FMRMD2.0/Logs/202004031258.log.
[2020-04-03 12:58:32,014]: metrics have been saved in the /home/heshida/work/FMRMD2.0/Results/1.pos.fasta.0.neg.fasta.2.med.fasta.metrics.csv.
[2020-04-03 12:58:32,689]: Scatter charts visualized by t-SNE dataset has been saved in the /home/heshida/work/FMRMD2.0/Results/1.pos.fasta.0.neg.fasta.2.med.fasta.fasta.out.csv.png.
[2020-04-03 12:58:32,689]: Reduced dimensional dataset has been saved in the /home/heshida/work/FMRMD2.0/Results/1.pos.fasta.0.neg.fasta.2.med.fasta.result.csv.
[2020-04-03 12:58:32,689]: ---mrmd 2.0 end---
